MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0007535042.wav,0,0,0,0,0,0,0,1,0,0,0,0,10.875137499999255,23.837051000038628,35.79061284005293,35.84068630001275,47.79760960000567,59.85853686004412,71.29198330000509,71.36664550000569,71.80459920002613,,,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
MusicListQ2.csv,music\Q2\MT0005515169.wav,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,71.8091160800308,83.29241610004101,83.3165990000125,83.83204530004878,,,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
MusicListQ2.csv,music\Q2\MT0004447086.wav,0,0,0,0,0,0,0,1,0,2,2,2,,,,,,83.84217436001636,95.29342110001016,95.34620700002415,95.79403940000338,,,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
MusicListQ4.csv,music\Q4\MT0003778826.wav,0,0,0,0,0,1,1,3,0,0,0,2,,95.79403940000338,107.79382494000602,107.79385860002367,119.79679030005354,131.8606131600216,143.29463140002917,143.36550490005175,143.83548620005604,,,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
MusicListQ4.csv,music\Q4\MT0008342962.wav,0,0,0,0,0,1,1,3,0,1,1,0,,,,,,143.84443116002947,155.29558200004976,155.3455310999998,155.81230680004228,,,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
MusicListQ4.csv,music\Q4\MT0005608787.wav,0,0,0,0,0,1,1,3,0,2,2,1,,,,,,155.8122887800331,167.2960903000203,167.31667130003916,167.80005800002255,,,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
MusicListQ4.csv,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
MusicListQ3.csv,music\Q3\MT0004232099.wav,0,0,0,0,0,2,2,2,0,0,0,1,,167.80005800002255,179.79593524000956,179.8126635000226,191.7970802000491,203.8466232600156,215.29731450002873,215.35620750003727,215.83958600001642,191.7970802000491,203.83946750004543,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
MusicListQ3.csv,music\Q3\MT0003053135.wav,0,0,0,0,0,2,2,2,0,1,1,2,,,,,,215.84707176005466,227.29827900003875,227.35632390005048,227.81492630002322,,,,,,,04,4,True,2023-01-16_16h59.14.779,BrainplaybackQuadrants,2022.2.4,59.99984398524797,
