MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0003396470.wav,0,0,0,0,0,0,0,2,0,0,0,0,12.676245600001494,38.41481980000026,50.37572463000106,50.42571560000033,62.38898260000133,74.42666749000091,85.87710080000033,85.9281117999999,86.40233960000114,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ3.csv,music\Q3\MT0007338724.wav,0,0,0,0,0,0,0,2,0,1,1,2,,,,,,86.41047138999966,97.87758460000077,97.91913400000158,98.40474110000105,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ3.csv,music\Q3\MT0002006203.wav,0,0,0,0,0,0,0,2,0,2,2,1,,,,,,98.41090839000026,109.87805750000007,109.91833510000106,110.38633240000127,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ3.csv,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ4.csv,music\Q4\MT0004537445.wav,0,0,0,0,0,1,1,3,0,0,0,0,,110.38633240000127,122.36178283000118,122.39513530000113,134.3680103000006,146.4126491900006,157.86323150000135,157.92985380000027,158.39164500000152,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ4.csv,music\Q4\MT0001942272.wav,0,0,0,0,0,1,1,3,0,1,1,1,,,,,,158.3964129900014,169.8635118000002,169.9072195000008,170.39315979999992,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ4.csv,music\Q4\MT0009741521.wav,0,0,0,0,0,1,1,3,0,2,2,2,,,,,,170.39675789000103,181.86394240000118,181.89729330000046,182.37634460000118,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ4.csv,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ2.csv,music\Q2\MT0004807446.wav,0,0,0,0,0,2,2,1,0,0,0,0,,182.37634460000118,194.36442883000018,194.38124620000053,206.36700740000015,218.415373490001,229.86582660000022,229.91792650000025,230.38876400000117,206.36700740000015,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ2.csv,music\Q2\MT0003326925.wav,0,0,0,0,0,2,2,1,0,1,1,1,,,,,,230.39903419000075,241.86611110000013,241.90846610000153,242.3891343000014,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ2.csv,music\Q2\MT0007926918.wav,0,0,0,0,0,2,2,1,0,2,2,2,,,,,,242.3997080900008,253.8664402000013,253.90707370000018,254.3804108000004,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ2.csv,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ1.csv,music\Q1\MT0009010830.wav,0,0,0,0,0,3,3,0,0,0,0,2,,254.3804108000004,266.3703744300001,266.38363460000073,278.3773357000009,290.4178493899999,301.86844460000066,301.9265028000009,302.3872738000009,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ1.csv,music\Q1\MT0004037272.wav,0,0,0,0,0,3,3,0,0,1,1,0,,,,,,302.38495436000085,313.8687467,313.88818810000157,314.3855584000012,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ1.csv,music\Q1\MT0002538335.wav,0,0,0,0,0,3,3,0,0,2,2,1,,,,,,314.3852757599998,325.8691622000006,325.88896810000006,326.4159998000014,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ1.csv,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ2.csv,music\Q2\MT0015962332.wav,1,0,1,0,0,0,0,1,0,0,0,2,,326.4159998000014,338.40289723000024,338.4195856000006,350.40794540000024,362.45376919000046,373.9041003000002,373.9589083999999,374.4292720000012,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ2.csv,music\Q2\MT0006484633.wav,1,0,1,0,0,0,0,1,0,1,1,1,,,,,,374.4375375899999,385.9045717000008,385.93789800000013,386.42410650000056,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ2.csv,music\Q2\MT0000377411.wav,1,0,1,0,0,0,0,1,0,2,2,0,,,,,,386.43795929000044,397.90527850000035,397.9483321000007,398.42701240000133,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ2.csv,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ3.csv,music\Q3\MT0004922692.wav,1,0,1,0,0,1,1,2,0,0,0,1,,398.42701240000133,410.40575313000045,410.43878790000053,422.4092967000015,434.45641849000094,445.9068274000001,445.96726900000067,446.4338093000006,422.4092967000015,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ3.csv,music\Q3\MT0014192212.wav,1,0,1,0,0,1,1,2,0,1,1,2,,,,,,446.44018809000045,457.90727719999995,457.9477981,458.43201410000074,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ3.csv,music\Q3\MT0000255724.wav,1,0,1,0,0,1,1,2,0,2,2,0,,,,,,458.4405615900014,469.907670300001,469.9409523000013,470.43190760000107,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ3.csv,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ1.csv,music\Q1\MT0026158301.wav,1,0,1,0,0,2,2,0,0,0,0,2,,470.43190760000107,482.4081154300002,482.441463000001,494.4085176000008,506.4423146900008,517.9095527000009,517.9484004000005,518.4270964000007,494.4085176000008,506.43610980000085,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ1.csv,music\Q1\MT0005737276.wav,1,0,1,0,0,2,2,0,0,1,1,1,,,,,,518.4260743600007,529.9099982000007,529.9383010000001,530.4352163000003,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ1.csv,music\Q1\MT0000392975.wav,1,0,1,0,0,2,2,0,0,2,2,0,,,,,,530.4431765900008,541.9102682000012,541.9475883000014,542.4379966000015,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ1.csv,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ4.csv,music\Q4\MT0006164654.wav,1,0,1,0,0,3,3,3,0,0,0,1,,542.4379966000015,554.4109098300014,554.4440521000015,566.4185662,578.4615009900008,589.9121184000014,589.9675036000008,590.4325872000009,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ4.csv,music\Q4\MT0028550964.wav,1,0,1,0,0,3,3,3,0,1,1,2,,,,,,590.4453329900007,601.9126139,601.958365800001,602.4359600000007,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ4.csv,music\Q4\MT0000218346.wav,1,0,1,0,0,3,3,3,0,2,2,0,,,,,,602.4456514900012,613.9129576000014,613.9477547000006,614.5169968000009,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
MusicListQ4.csv,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,09,2,True,2023-02-24_16h41.05.561,BrainplaybackQuadrants,2022.2.4,59.84358084841548,
,,,,,,,,,,,,,,,,,,,,,,,,,614.5169968000009,638.4804675000014,638.5304067000015,639.4804182000007,,,,,,,,
