MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0013313448.wav,0,0,0,0,0,0,0,1,0,0,0,2,38.91685270000016,52.638993900007335,64.60229365000268,64.6522801000101,76.60584060000838,88.67002639998681,100.08693749998929,100.17469449999044,100.63262200000463,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ2.csv,music\Q2\MT0000971834.wav,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,100.63708160000387,112.08747979998589,112.14562029999797,112.63270359998569,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ2.csv,music\Q2\MT0004316859.wav,0,0,0,0,0,0,0,1,0,2,2,1,,,,,,112.6374589999963,124.08791020000353,124.14481269998942,124.59113099999377,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ3.csv,music\Q3\MT0003037754.wav,0,0,0,0,0,1,1,2,0,0,0,1,,124.59113099999377,136.58828864999813,136.60504669998772,148.59556610000436,160.65586829998065,172.0896575000079,172.16558699999587,172.63466479998897,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ3.csv,music\Q3\MT0000446304.wav,0,0,0,0,0,1,1,2,0,1,1,0,,,,,,172.63972839998897,184.09012139998958,184.14524320000783,184.61149260000093,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ3.csv,music\Q3\MT0011969592.wav,0,0,0,0,0,1,1,2,0,2,2,2,,,,,,184.6234955499938,196.09046119998675,196.125463400007,196.59747829998378,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ3.csv,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ1.csv,music\Q1\MT0014576739.wav,0,0,0,0,0,2,2,0,0,0,0,2,,196.59747829998378,208.5910330499988,208.6076810999948,220.5954311999958,232.65859889999265,244.0922639000055,244.16545219998807,244.61581590000424,220.5954311999958,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ1.csv,music\Q1\MT0003603772.wav,0,0,0,0,0,2,2,0,0,1,1,1,,,,,,244.62574395000118,256.0926819999877,256.1358016000013,256.6110660999839,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ1.csv,music\Q1\MT0001053268.wav,0,0,0,0,0,2,2,0,0,2,2,0,,,,,,256.60937099998705,268.0931993999984,268.1157891000039,268.60193209999125,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ1.csv,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ4.csv,music\Q4\MT0000522789.wav,0,0,0,0,0,3,3,3,0,0,0,0,,268.60193209999125,280.59369395000397,280.61024859998724,292.60830920000444,304.67793705000076,316.0948228999914,316.18471420000424,316.64071539998986,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ4.csv,music\Q4\MT0003710207.wav,0,0,0,0,0,3,3,3,0,1,1,1,,,,,,316.6448392999941,328.09528049998335,328.15290919999825,328.63728910000646,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ4.csv,music\Q4\MT0015706588.wav,0,0,0,0,0,3,3,3,0,2,2,2,,,,,,328.64519570000124,340.09578400000464,340.1549565999885,340.63047659999575,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ4.csv,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ2.csv,music\Q2\MT0002050671.wav,1,0,1,0,0,0,0,1,0,0,0,2,,340.63047659999575,352.6294725499989,352.646190200001,364.63321050000377,376.6970944999834,388.11422620000667,388.2054979999957,388.6618082000059,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ2.csv,music\Q2\MT0016743722.wav,1,0,1,0,0,0,0,1,0,1,1,1,,,,,,388.6643782999949,400.1146191000007,400.1648564999923,400.6579575999931,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ2.csv,music\Q2\MT0001419145.wav,1,0,1,0,0,0,0,1,0,2,2,0,,,,,,400.66466919999806,412.11506989999907,412.1650890999881,412.62914569998975,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ2.csv,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ4.csv,music\Q4\MT0028709149.wav,1,0,1,0,0,1,1,3,0,0,0,1,,412.62914569998975,424.6155604500033,424.6322131000052,436.6162581999961,448.666501599981,460.1168889999972,460.17470870001125,460.66370790000656,436.6162581999961,448.6675855999929,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ4.csv,music\Q4\MT0001109401.wav,1,0,1,0,0,1,1,3,0,1,1,2,,,,,,460.66685779998664,472.11733169999206,472.17557389999274,472.65903400001116,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ4.csv,music\Q4\MT0000661847.wav,1,0,1,0,0,1,1,3,0,2,2,0,,,,,,472.66737029998916,484.1178627999907,484.16812509999727,484.6360783999844,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ4.csv,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ3.csv,music\Q3\MT0001523435.wav,1,0,1,0,0,2,2,2,0,0,0,2,,484.6360783999844,496.6182790500112,496.6515781999915,508.62435800000094,520.6858536999847,532.1196558999945,532.1966996999981,532.6623198000016,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ3.csv,music\Q3\MT0014665667.wav,1,0,1,0,0,2,2,2,0,1,1,1,,,,,,532.6696997000021,544.1200483999855,544.173443000007,544.6620740999933,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ3.csv,music\Q3\MT0000661250.wav,1,0,1,0,0,2,2,2,0,2,2,0,,,,,,544.6699965999927,556.1205135000055,556.1739987999899,556.6394153999863,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ1.csv,music\Q1\MT0001236649.wav,1,0,1,0,0,3,3,0,0,0,0,0,,556.6394153999863,568.6209720499988,568.6542958999926,580.6254292000085,592.6718028499862,604.1223271999916,604.1740788999887,604.6319885000121,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ1.csv,music\Q1\MT0001757676.wav,1,0,1,0,0,3,3,0,0,1,1,2,,,,,,604.6389189000067,616.1227676999988,616.1443663999962,616.6629998999997,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ1.csv,music\Q1\MT0026753600.wav,1,0,1,0,0,3,3,0,0,2,2,1,,,,,,616.6727939999895,628.1231388000015,628.1743829000043,628.7042573000072,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
MusicListQ1.csv,,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,03,3,True,2023-01-11_16h57.45.727,BrainplaybackQuadrants,2022.2.4,59.713114315347674,
,,,,,,,,,,,,,,,,,,,,,,,,,628.7042573000072,652.674079199991,652.7073700999899,653.6740737000073,,,,,,,,
