MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0000456939.wav,0,0,0,0,0,0,0,1,0,0,0,2,13.19937310000023,27.03647069999988,38.98456713999967,39.051366900000176,50.99219809999977,63.03557502000003,74.48602300000039,74.54186589999972,75.0095610999997,,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
MusicListQ2.csv,music\Q2\MT0001419145.wav,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,75.01932762000014,86.4864206000002,86.53333980000025,87.01000190000013,,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
MusicListQ2.csv,music\Q2\MT0006520567.wav,0,0,0,0,0,0,0,1,0,2,2,1,,,,,,87.01977691999981,98.48686579999958,98.53354690000015,98.99376519999987,,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
MusicListQ3.csv,music\Q3\MT0000300896.wav,0,0,0,0,0,1,1,2,0,0,0,2,,98.99376519999987,110.98726684000012,111.00644759999977,122.99288669999987,135.03816451999992,146.48854649999976,146.54231290000007,147.00600610000038,122.99288669999987,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
MusicListQ3.csv,music\Q3\MT0004988249.wav,0,0,0,0,0,1,1,2,0,1,1,1,,,,,,147.00522257999967,158.49182139999994,158.51311729999998,,,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
MusicListQ3.csv,music\Q3\MT0000661250.wav,0,0,0,0,0,1,1,2,0,2,2,0,,,,,,159.02230337999993,170.48936839999988,170.53259179999986,171.00249280000025,,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
MusicListQ3.csv,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
MusicListQ4.csv,music\Q4\MT0006352493.wav,0,0,0,0,0,2,2,3,0,0,0,1,,171.00249280000025,182.98981843999974,183.00934849999976,194.99391509999987,207.04064432000033,218.4910632000001,218.5428536999998,219.01224470000034,,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
MusicListQ4.csv,music\Q4\MT0000336135.wav,0,0,0,0,0,2,2,3,0,1,1,2,,,,,,219.02441112000034,230.4915092000001,230.53338150000036,231.01095910000004,,,,,,,13,2,True,2023-03-30_16h26.10.076,BrainplaybackQuadrants,2022.2.4,59.650389069684024,
