MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0028345470.wav,0,0,0,0,0,0,0,1,0,0,0,0,16.723504199999297,29.424950000000536,41.37912718999833,41.42979360000027,53.38651149999714,65.43336446999784,76.88394499999777,76.93732839999939,77.40688500000033,,,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
MusicListQ2.csv,music\Q2\MT0006746691.wav,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,77.41762666999749,88.88438779999706,88.91681119999703,89.40910729999814,,,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
MusicListQ2.csv,music\Q2\MT0032957418.wav,0,0,0,0,0,0,0,1,0,2,2,2,,,,,,89.41761436999842,100.88450029999876,100.91694259999713,101.39999999999782,,,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
MusicListQ4.csv,music\Q4\MT0033391280.wav,0,0,0,0,0,1,1,3,0,0,0,2,,101.39999999999782,113.38535218999932,113.40158489999885,125.38679689999844,137.43611295999725,148.86958029999732,148.94687249999697,149.39488859999983,125.38679689999844,137.42882239999744,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
MusicListQ4.csv,music\Q4\MT0030319227.wav,0,0,0,0,0,1,1,3,0,1,1,0,,,,,,149.40348196999875,160.8700159,160.90684279999914,161.39181129999997,,,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
MusicListQ4.csv,music\Q4\MT0007064420.wav,0,0,0,0,0,1,1,3,0,2,2,1,,,,,,161.4039545699994,172.8703910999975,172.9187972999971,173.38722079999934,,,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
MusicListQ4.csv,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
MusicListQ3.csv,music\Q3\MT0005217073.wav,0,0,0,0,0,2,2,2,0,0,0,1,,173.38722079999934,185.38767239000043,185.38752659999955,197.37166189999698,209.40558726999697,220.87252619999708,220.9061776999988,221.39837479999915,,209.39950939999835,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
MusicListQ3.csv,music\Q3\MT0030422114.wav,0,0,0,0,0,2,2,2,0,1,1,2,,,,,,221.40575967000004,232.87253269999928,232.9068929999994,233.39721639999698,,,,,,,11,1,True,2023-03-08_17h42.01.205,BrainplaybackQuadrants,2022.2.4,59.655406508902544,
