MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0004922692.wav,0,0,0,0,0,0,0,2,0,0,0,0,49.225273600000946,64.94102270000076,76.88835842000063,76.95563530000072,88.89640119999967,100.92257334000061,112.3896433000009,112.42515439999988,112.89496300000064,,,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
MusicListQ3.csv,music\Q3\MT0007043936.wav,0,0,0,0,0,0,0,2,0,1,1,1,,,,,,112.90688954000035,124.3900977000012,124.40673179999976,124.89559040000131,,,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
MusicListQ3.csv,music\Q3\MT0008716237.wav,0,0,0,0,0,0,0,2,0,2,2,2,,,,,,124.90732854000163,136.3905362000005,136.4072042000007,136.8985446000006,,,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
MusicListQ3.csv,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
MusicListQ1.csv,music\Q1\MT0008675527.wav,0,0,0,0,0,1,1,0,0,0,0,1,,136.8985446000006,148.89100692000048,148.90767609999966,160.89690130000054,172.92522314000126,184.39230640000096,184.4358994000013,184.89705839999988,,,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
MusicListQ1.csv,music\Q1\MT0010617945.wav,0,0,0,0,0,1,1,0,0,1,1,2,,,,,,184.9089991400004,196.3927721,196.41551760000038,196.89818879999984,,,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
MusicListQ1.csv,music\Q1\MT0005737276.wav,0,0,0,0,0,1,1,0,0,2,2,0,,,,,,196.9100722400006,208.3931988000004,208.41537340000104,208.9067525999999,,,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
MusicListQ1.csv,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
MusicListQ4.csv,music\Q4\MT0006164654.wav,0,0,0,0,0,2,2,3,0,0,0,0,,208.9067525999999,220.89608492000062,220.91310130000056,232.89652370000113,244.91402844000078,256.39775660000123,256.4169130999999,256.90378280000004,232.89652370000113,244.9058600999997,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
MusicListQ4.csv,music\Q4\MT0009075362.wav,0,0,0,0,0,2,2,3,0,1,1,1,,,,,,256.9140775399999,268.3982117000014,268.4171371000011,268.90413340000123,,,,,,,14,4,True,2023-04-03_14h09.20.521,BrainplaybackQuadrants,2022.2.4,59.73608597236502,
